	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	0
1	42428297	120	0		0	2016-05-01 17:50:03.000000		0
0	42428297	41	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	1
1	42428297	121	0		0	2016-05-01 17:50:03.000000		1
0	42428297	42	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	2
1	42428297	122	0		0	2016-05-01 17:50:03.000000		2
0	42428297	43	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	3
1	42428297	123	0		0	2016-05-01 17:50:03.000000		3
0	42428297	44	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	4
1	42428297	124	0		0	2016-05-01 17:50:03.000000		4
0	42428297	45	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	5
1	42428297	125	0		0	2016-05-01 17:50:03.000000		5
0	42428297	46	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	6
1	42428297	126	0		0	2016-05-01 17:50:03.000000		6
0	42428297	47	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	7
1	42428297	127	0		0	2016-05-01 17:50:03.000000		7
0	42428297	48	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	8
1	42428297	128	0		0	2016-05-01 17:50:03.000000		8
0	42428297	49	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	9
1	42428297	129	0		0	2016-05-01 17:50:03.000000		9
0	42428297	50	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	10
1	42428297	130	0		0	2016-05-01 17:50:03.000000		10
0	42428297	51	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	11
1	42428297	131	0		0	2016-05-01 17:50:03.000000		11
0	42428297	52	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	12
1	42428297	132	0		0	2016-05-01 17:50:03.000000		12
0	42428297	53	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	13
1	42428297	133	0		0	2016-05-01 17:50:03.000000		13
0	42428297	54	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	14
1	42428297	134	0		0	2016-05-01 17:50:03.000000		14
0	42428297	55	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	15
1	42428297	135	0		0	2016-05-01 17:50:03.000000		15
0	42428297	56	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	16
1	42428297	136	0		0	2016-05-01 17:50:03.000000		16
0	42428297	57	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	17
1	42428297	137	0		0	2016-05-01 17:50:03.000000		17
0	42428297	58	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	18
1	42428297	138	0		0	2016-05-01 17:50:03.000000		18
0	42428297	59	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	19
1	42428297	139	0		0	2016-05-01 17:50:03.000000		19
0	42428297	60	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	20
1	42428297	140	0		0	2016-05-01 17:50:03.000000		20
0	42428297	61	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	21
1	42428297	141	0		0	2016-05-01 17:50:03.000000		21
0	42428297	62	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	22
1	42428297	142	0		0	2016-05-01 17:50:03.000000		22
0	42428297	63	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	23
1	42428297	143	0		0	2016-05-01 17:50:03.000000		23
0	42428297	64	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	24
1	42428297	144	0		0	2016-05-01 17:50:03.000000		24
0	42428297	65	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	25
1	42428297	145	0		0	2016-05-01 17:50:03.000000		25
0	42428297	66	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	26
1	42428297	146	0		0	2016-05-01 17:50:03.000000		26
0	42428297	67	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	27
1	42428297	147	0		0	2016-05-01 17:50:03.000000		27
0	42428297	68	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	28
1	42428297	148	0		0	2016-05-01 17:50:03.000000		28
0	42428297	69	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	29
1	42428297	149	0		0	2016-05-01 17:50:03.000000		29
0	42428297	70	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	30
1	42428297	150	0		0	2016-05-01 17:50:03.000000		30
0	42428297	71	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	31
1	42428297	151	0		0	2016-05-01 17:50:03.000000		31
0	42428297	72	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	32
1	42428297	152	0		0	2016-05-01 17:50:03.000000		32
0	42428297	73	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	33
1	42428297	153	0		0	2016-05-01 17:50:03.000000		33
0	42428297	74	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	34
1	42428297	154	0		0	2016-05-01 17:50:03.000000		34
0	42428297	75	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	35
1	42428297	155	0		0	2016-05-01 17:50:03.000000		35
0	42428297	76	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	36
1	42428297	156	0		0	2016-05-01 17:50:03.000000		36
0	42428297	77	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	37
1	42428297	157	0		0	2016-05-01 17:50:03.000000		37
0	42428297	78	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	38
1	42428297	158	0		0	2016-05-01 17:50:03.000000		38
0	42428297	79	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	39
1	42428297	159	0		0	2016-05-01 17:50:03.000000		39
0	42428297	80	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	40
1	42428297	160	0		0	2016-05-01 17:50:03.000000		40
0	42428297	81	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	41
1	42428297	161	0		0	2016-05-01 17:50:03.000000		41
0	42428297	82	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	42
1	42428297	162	0		0	2016-05-01 17:50:03.000000		42
0	42428297	83	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	43
1	42428297	163	0		0	2016-05-01 17:50:03.000000		43
0	42428297	84	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	44
1	42428297	164	0		0	2016-05-01 17:50:03.000000		44
0	42428297	85	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	45
1	42428297	165	0		0	2016-05-01 17:50:03.000000		45
0	42428297	86	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	46
1	42428297	166	0		0	2016-05-01 17:50:03.000000		46
0	42428297	87	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	47
1	42428297	167	0		0	2016-05-01 17:50:03.000000		47
0	42428297	88	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	48
1	42428297	168	0		0	2016-05-01 17:50:03.000000		48
0	42428297	89	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	49
1	42428297	169	0		0	2016-05-01 17:50:03.000000		49
0	42428297	90	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	50
1	42428297	170	0		0	2016-05-01 17:50:03.000000		50
0	42428297	91	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	51
1	42428297	171	0		0	2016-05-01 17:50:03.000000		51
0	42428297	92	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	52
1	42428297	172	0		0	2016-05-01 17:50:03.000000		52
