	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:02.200648	0
1	42430350	15	0		58	2016-05-01 17:51:01.000000	2016-05-01 17:51:00.529530	0
2	29453	13	0		148	2016-05-01 17:52:31.000000	2016-05-01 17:58:48.000000	0
3	29453	24	0		149	2016-05-01 17:58:49.000000	2016-05-01 17:58:48.460582	0
4	27213	12	1		214	2016-05-01 17:59:54.000000	2016-05-01 17:59:54.000000	0
5	27213	34	1		215	2016-05-01 17:59:55.000000	2016-05-01 17:59:54.053721	0
6	11117	27	0		226	2016-05-01 18:00:06.000000	2016-05-01 18:00:06.000000	0
7	11117	10	1		227	2016-05-01 18:00:07.000000	2016-05-01 18:00:06.865619	0
8	37533	37	1		323	2016-05-01 18:01:43.000000	2016-05-01 18:01:42.176283	0
9	5235625496	20	0		324	2016-05-01 18:01:44.000000	2016-05-01 18:01:43.045325	0
10	42428297	120	0		518	2016-05-01 18:04:58.000000		0
0	42428297	41	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	1
1	42428297	121	0		0	2016-05-01 17:50:03.000000		1
0	42428297	42	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	2
1	42428297	122	0		0	2016-05-01 17:50:03.000000		2
0	42428297	43	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	3
1	42428297	123	0		0	2016-05-01 17:50:03.000000		3
0	42428297	44	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	4
1	42428297	124	0		0	2016-05-01 17:50:03.000000		4
0	42428297	45	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	5
1	42428297	125	0		0	2016-05-01 17:50:03.000000		5
0	42428297	46	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	6
1	42428297	126	0		0	2016-05-01 17:50:03.000000		6
0	42428297	47	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	7
1	42428297	127	0		0	2016-05-01 17:50:03.000000		7
0	42428297	48	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	8
1	42428297	128	0		0	2016-05-01 17:50:03.000000		8
0	42428297	49	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	9
1	42428297	129	0		0	2016-05-01 17:50:03.000000		9
0	42428297	50	0	0.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:50:03.000000	10
1	42428297	130	0		0	2016-05-01 17:50:03.000000		10
