	ta	tb	xa_lon	xa_lat	xb_lon	xb_lat	n	distance	duration	table_name	xa	xb	ia	ib	twa	twb	iv	iv_ta	iv_tb
5256	2016-05-01 18:14:08	2016-05-01 18:18:56	-73.98470306396483	40.7559700012207	-73.9930191040039	40.7529411315918	1	1046.071	288.0	yellow_tripdata_2016-05	(40.7559700012207, -73.98470306396483)	(40.7529411315918, -73.9930191040039)	21907	6211484424	(Timestamp('2016-05-01 18:12:08'), Timestamp('2016-05-01 18:19:08'))	(Timestamp('2016-05-01 18:12:08'), Timestamp('2016-05-01 18:28:56'))			
7510	2016-05-01 18:15:29	2016-05-01 18:22:48	-73.97742462158203	40.76436233520508	-73.98289489746092	40.7507438659668	1	1770.2740000000001	439.0	yellow_tripdata_2016-05	(40.76436233520508, -73.97742462158203)	(40.7507438659668, -73.98289489746092)	3607	5600	(Timestamp('2016-05-01 18:13:29'), Timestamp('2016-05-01 18:20:29'))	(Timestamp('2016-05-01 18:13:29'), Timestamp('2016-05-01 18:32:48'))	1.0	2016-05-01 18:15:40.146447	2016-05-01 18:28:21
6072	2016-05-01 18:06:53	2016-05-01 18:15:45	-73.98397064208984	40.764869689941406	-73.9912567138672	40.75021743774414	1	1931.2079999999999	532.0	yellow_tripdata_2016-05	(40.764869689941406, -73.98397064208984)	(40.75021743774414, -73.9912567138672)	6820	5235625496	(Timestamp('2016-05-01 18:04:53'), Timestamp('2016-05-01 18:11:53'))	(Timestamp('2016-05-01 18:04:53'), Timestamp('2016-05-01 18:25:45'))	0.0	2016-05-01 18:10:57.786744	2016-05-01 18:24:33
7623	2016-05-01 18:14:11	2016-05-01 18:23:54	-73.97560119628906	40.761089324951165	-73.98499298095702	40.75790023803711	1	1705.9004	583.0	yellow_tripdata_2016-05	(40.761089324951165, -73.97560119628906)	(40.75790023803711, -73.98499298095702)	3977886858	35123	(Timestamp('2016-05-01 18:12:11'), Timestamp('2016-05-01 18:19:11'))	(Timestamp('2016-05-01 18:12:11'), Timestamp('2016-05-01 18:33:54'))	3.0	2016-05-01 18:12:30.705286	2016-05-01 18:32:31
5205	2016-05-01 18:16:18	2016-05-01 18:26:40	-73.9763412475586	40.76005554199219	-73.99584197998048	40.75902938842773	1	2735.8779999999997	622.0	yellow_tripdata_2016-05	(40.76005554199219, -73.9763412475586)	(40.75902938842773, -73.99584197998048)	27240	7883	(Timestamp('2016-05-01 18:14:18'), Timestamp('2016-05-01 18:21:18'))	(Timestamp('2016-05-01 18:14:18'), Timestamp('2016-05-01 18:36:40'))	3.0	2016-05-01 18:14:17.112031	2016-05-01 18:23:18
8358	2016-05-01 18:03:02	2016-05-01 18:13:12	-73.98184204101561	40.763229370117195	-73.98349761962889	40.75550842285156	1	1255.2852	610.0	yellow_tripdata_2016-05	(40.763229370117195, -73.98184204101561)	(40.75550842285156, -73.98349761962889)	25283	3530	(Timestamp('2016-05-01 18:01:02'), Timestamp('2016-05-01 18:08:02'))	(Timestamp('2016-05-01 18:01:02'), Timestamp('2016-05-01 18:23:12'))	2.0	2016-05-01 18:02:07.216662	2016-05-01 18:17:07
434	2016-05-01 18:07:22	2016-05-01 18:09:23	-73.985595703125	40.762203216552734	-73.9849853515625	40.75970077514648	1	321.868	121.00000000000001	yellow_tripdata_2016-05	(40.762203216552734, -73.985595703125)	(40.75970077514648, -73.9849853515625)	30026	23196	(Timestamp('2016-05-01 18:05:22'), Timestamp('2016-05-01 18:12:22'))	(Timestamp('2016-05-01 18:05:22'), Timestamp('2016-05-01 18:19:23'))			
3740	2016-05-01 18:14:24	2016-05-01 18:20:11	-73.98748779296875	40.750125885009766	-73.99046325683594	40.75618743896485	1	1029.9776	347.0	yellow_tripdata_2016-05	(40.750125885009766, -73.98748779296875)	(40.75618743896485, -73.99046325683594)	26560	6723	(Timestamp('2016-05-01 18:12:24'), Timestamp('2016-05-01 18:19:24'))	(Timestamp('2016-05-01 18:12:24'), Timestamp('2016-05-01 18:30:11'))	5.0	2016-05-01 18:14:06	2016-05-01 18:16:29
3122	2016-05-01 18:12:25	2016-05-01 18:24:24	-73.9781723022461	40.76236343383789	-73.98725128173827	40.75868988037109	1	1609.34	719.0	yellow_tripdata_2016-05	(40.76236343383789, -73.9781723022461)	(40.75868988037109, -73.98725128173827)	4544486780	4909	(Timestamp('2016-05-01 18:10:25'), Timestamp('2016-05-01 18:17:25'))	(Timestamp('2016-05-01 18:10:25'), Timestamp('2016-05-01 18:34:24'))	3.0	2016-05-01 18:12:20.287984	2016-05-01 18:33:44
4017	2016-05-01 18:12:08	2016-05-01 18:21:54	-73.9856719970703	40.757930755615234	-73.99417114257811	40.759101867675774	1	885.1370000000001	586.0	yellow_tripdata_2016-05	(40.757930755615234, -73.9856719970703)	(40.759101867675774, -73.99417114257811)	6597464486	7894	(Timestamp('2016-05-01 18:10:08'), Timestamp('2016-05-01 18:17:08'))	(Timestamp('2016-05-01 18:10:08'), Timestamp('2016-05-01 18:31:54'))	8.0	2016-05-01 18:14:19.350895	2016-05-01 18:29:32
