	i	j	load	slack	cost	est_time_arr	est_time_dep	iv
0	42428297	0	0	600.0	0	2016-05-01 17:58:01.000000	2016-05-01 18:08:00.580802	0
1	2435108444	247	0		136	2016-05-01 18:10:17.000000	2016-05-01 18:10:16.184782	0
2	6598535230	347	1		425	2016-05-01 18:15:06.000000	2016-05-01 18:15:05.863713	0
3	42428297	388	0		560	2016-05-01 18:17:21.000000		0
0	42428297	379	0	471.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:57:53.103981	1
1	11117	185	0		66	2016-05-01 17:59:00.000000	2016-05-01 18:07:56.951872	1
2	3955360025	238	1		137	2016-05-01 18:09:08.000000	2016-05-01 18:09:07.236827	1
3	1954	213	2		299	2016-05-01 18:11:50.000000	2016-05-01 18:11:49.760270	1
4	27261	313	3		431	2016-05-01 18:14:02.000000	2016-05-01 18:14:01.024118	1
5	42440153	338	2		439	2016-05-01 18:14:10.000000	2016-05-01 18:14:09.051610	1
6	37533	285	1		544	2016-05-01 18:15:55.000000	2016-05-01 18:15:54.478747	1
7	8051	257	0		593	2016-05-01 18:16:44.000000	2016-05-01 18:16:43.435704	1
8	12112	275	1		691	2016-05-01 18:18:22.000000	2016-05-01 18:18:21.972581	1
9	11328	375	2		802	2016-05-01 18:20:13.000000	2016-05-01 18:20:12.083952	1
10	25462	357	1		986	2016-05-01 18:23:17.000000	2016-05-01 18:23:16.428057	1
11	42428297	389	0		1010	2016-05-01 18:23:41.000000		1
0	42428297	380	0	495.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:58:17.200648	2
1	42430350	188	0		59	2016-05-01 17:59:17.000000	2016-05-01 18:06:40.945001	2
2	27123	225	1		71	2016-05-01 18:06:53.000000	2016-05-01 18:06:52.161562	2
3	6702	325	2		238	2016-05-01 18:09:40.000000	2016-05-01 18:09:39.193469	2
4	4851	288	1		536	2016-05-01 18:14:38.000000	2016-05-01 18:14:37.993670	2
5	4782404427	273	0		556	2016-05-01 18:14:58.000000	2016-05-01 18:14:57.993876	2
6	8714998591	373	1		1130	2016-05-01 18:24:32.000000	2016-05-01 18:24:31.742367	2
7	42428297	390	0		1474	2016-05-01 18:30:16.000000		2
0	42428297	381	0	521.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:58:43.988107	3
1	6598535230	189	0		50	2016-05-01 17:59:34.000000	2016-05-01 18:06:35.974157	3
2	42430342	224	1		57	2016-05-01 18:06:43.000000	2016-05-01 18:06:42.080813	3
3	26991	206	2		67	2016-05-01 18:06:53.000000	2016-05-01 18:06:52.267758	3
4	19317	222	3		149	2016-05-01 18:08:15.000000	2016-05-01 18:08:14.410762	3
5	5235625496	322	4		248	2016-05-01 18:09:54.000000	2016-05-01 18:09:53.168566	3
6	34311	306	3		431	2016-05-01 18:12:57.000000	2016-05-01 18:12:56.261877	3
7	3942050705	324	2		650	2016-05-01 18:16:36.000000	2016-05-01 18:16:35.327892	3
8	37532	289	1		744	2016-05-01 18:18:10.000000	2016-05-01 18:18:09.938158	3
9	3460	256	0		793	2016-05-01 18:18:59.000000	2016-05-01 18:18:58.924197	3
10	3505	262	1		811	2016-05-01 18:19:17.000000	2016-05-01 18:19:16.301231	3
11	2351532363	362	2		989	2016-05-01 18:22:15.000000	2016-05-01 18:22:14.746444	3
12	4631139783	356	1		1239	2016-05-01 18:26:25.000000	2016-05-01 18:26:24.585697	3
13	42428297	391	0		1526	2016-05-01 18:31:12.000000		3
0	42428297	382	0	548.0	0	2016-05-01 17:50:03.000000	2016-05-01 17:59:10.678961	4
1	6786	191	0		46	2016-05-01 17:59:57.000000	2016-05-01 18:02:59.791898	4
2	42439996	208	1		102	2016-05-01 18:03:56.000000	2016-05-01 18:03:55.402037	4
3	9499	180	2		145	2016-05-01 18:04:39.000000	2016-05-01 18:04:38.258658	4
4	4936	190	3		262	2016-05-01 18:06:36.000000	2016-05-01 18:06:35.605162	4
5	37532	290	4		458	2016-05-01 18:09:52.000000	2016-05-01 18:09:51.405317	4
6	9416	280	3		572	2016-05-01 18:11:46.000000	2016-05-01 18:11:45.629778	4
7	4631139783	308	2		581	2016-05-01 18:11:55.000000	2016-05-01 18:11:54.305664	4
8	42443807	291	1		884	2016-05-01 18:16:58.000000	2016-05-01 18:16:57.680265	4
9	42445917	245	0		889	2016-05-01 18:17:03.000000	2016-05-01 18:17:02.776932	4
